Candidate Name,Party Name,Office Name,Town Name,Vote Totals,Local District
Skewes and Lacy,Write-In,Presidential Electors for,Barkhamsted,0,Barkhamsted Elementary School
Smith and White,Write-In,Presidential Electors for,Barkhamsted,0,Barkhamsted Elementary School
Wu and Wu,Write-In,Presidential Electors for,Barkhamsted,0,Barkhamsted Elementary School
Clinton and Kaine,Democratic Party,Presidential Electors for,Beacon Falls,1146,Laurel Ledge School
Trump and Pence,Republican Party,Presidential Electors for,Beacon Falls,2002,Laurel Ledge School
Johnson and Weld,Libertarian Party,Presidential Electors for,Beacon Falls,134,Laurel Ledge School
Stein and Baraka,Green Party,Presidential Electors for,Beacon Falls,46,Laurel Ledge School
Basiago and Kinnison,Write-In,Presidential Electors for,Beacon Falls,0,Laurel Ledge School
Blumenthal and Blair,Write-In,Presidential Electors for,Beacon Falls,0,Laurel Ledge School
Buchanan and Washington,Write-In,Presidential Electors for,Beacon Falls,0,Laurel Ledge School
Castle and Bradley,Write-In,Presidential Electors for,Beacon Falls,1,Laurel Ledge School
Cooper and Meyer,Write-In,Presidential Electors for,Beacon Falls,0,Laurel Ledge School
Cummings and Romanoff,Write-In,Presidential Electors for,Beacon Falls,0,Laurel Ledge School
Deame and Long,Write-In,Presidential Electors for,Beacon Falls,0,Laurel Ledge School
De La Fuente and Steinberg,Write-In,Presidential Electors for,Beacon Falls,0,Laurel Ledge School
Evans and Fitch,Write-In,Presidential Electors for,Beacon Falls,0,Laurel Ledge School
Fox and Kushner,Write-In,Presidential Electors for,Beacon Falls,0,Laurel Ledge School
Hoefling and Schulin,Write-In,Presidential Electors for,Beacon Falls,0,Laurel Ledge School
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Beacon Falls,0,Laurel Ledge School
Kotlikoff and Leamer,Write-In,Presidential Electors for,Beacon Falls,1,Laurel Ledge School
La Riva and Puryear,Write-In,Presidential Electors for,Beacon Falls,0,Laurel Ledge School
Maldonado and Terranova,Write-In,Presidential Electors for,Beacon Falls,0,Laurel Ledge School
McMullin and Johnson,Write-In,Presidential Electors for,Beacon Falls,2,Laurel Ledge School
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Beacon Falls,0,Laurel Ledge School
Skewes and Lacy,Write-In,Presidential Electors for,Beacon Falls,0,Laurel Ledge School
Smith and White,Write-In,Presidential Electors for,Beacon Falls,0,Laurel Ledge School
Wu and Wu,Write-In,Presidential Electors for,Beacon Falls,0,Laurel Ledge School
Clinton and Kaine,Democratic Party,Presidential Electors for,Berlin,1278,American Legion
Trump and Pence,Republican Party,Presidential Electors for,Berlin,1400,American Legion
Johnson and Weld,Libertarian Party,Presidential Electors for,Berlin,78,American Legion
Stein and Baraka,Green Party,Presidential Electors for,Berlin,35,American Legion
Basiago and Kinnison,Write-In,Presidential Electors for,Berlin,0,American Legion
Blumenthal and Blair,Write-In,Presidential Electors for,Berlin,0,American Legion
Buchanan and Washington,Write-In,Presidential Electors for,Berlin,0,American Legion
Castle and Bradley,Write-In,Presidential Electors for,Berlin,0,American Legion
Cooper and Meyer,Write-In,Presidential Electors for,Berlin,0,American Legion
Cummings and Romanoff,Write-In,Presidential Electors for,Berlin,0,American Legion
Deame and Long,Write-In,Presidential Electors for,Berlin,0,American Legion
De La Fuente and Steinberg,Write-In,Presidential Electors for,Berlin,0,American Legion
Evans and Fitch,Write-In,Presidential Electors for,Berlin,0,American Legion
Fox and Kushner,Write-In,Presidential Electors for,Berlin,0,American Legion
Hoefling and Schulin,Write-In,Presidential Electors for,Berlin,0,American Legion
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Berlin,0,American Legion
Kotlikoff and Leamer,Write-In,Presidential Electors for,Berlin,0,American Legion
La Riva and Puryear,Write-In,Presidential Electors for,Berlin,0,American Legion
Maldonado and Terranova,Write-In,Presidential Electors for,Berlin,0,American Legion
McMullin and Johnson,Write-In,Presidential Electors for,Berlin,4,American Legion
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Berlin,0,American Legion
Skewes and Lacy,Write-In,Presidential Electors for,Berlin,0,American Legion
Smith and White,Write-In,Presidential Electors for,Berlin,0,American Legion
Wu and Wu,Write-In,Presidential Electors for,Berlin,0,American Legion
Clinton and Kaine,Democratic Party,Presidential Electors for,Berlin,1314,Griswold School
Trump and Pence,Republican Party,Presidential Electors for,Berlin,1745,Griswold School
Johnson and Weld,Libertarian Party,Presidential Electors for,Berlin,107,Griswold School
Stein and Baraka,Green Party,Presidential Electors for,Berlin,47,Griswold School
Basiago and Kinnison,Write-In,Presidential Electors for,Berlin,0,Griswold School
Blumenthal and Blair,Write-In,Presidential Electors for,Berlin,0,Griswold School
Buchanan and Washington,Write-In,Presidential Electors for,Berlin,0,Griswold School
Castle and Bradley,Write-In,Presidential Electors for,Berlin,0,Griswold School
Cooper and Meyer,Write-In,Presidential Electors for,Berlin,0,Griswold School
Cummings and Romanoff,Write-In,Presidential Electors for,Berlin,0,Griswold School
Deame and Long,Write-In,Presidential Electors for,Berlin,0,Griswold School
De La Fuente and Steinberg,Write-In,Presidential Electors for,Berlin,0,Griswold School
Evans and Fitch,Write-In,Presidential Electors for,Berlin,0,Griswold School
Fox and Kushner,Write-In,Presidential Electors for,Berlin,0,Griswold School
Hoefling and Schulin,Write-In,Presidential Electors for,Berlin,0,Griswold School
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Berlin,0,Griswold School
Kotlikoff and Leamer,Write-In,Presidential Electors for,Berlin,0,Griswold School
La Riva and Puryear,Write-In,Presidential Electors for,Berlin,0,Griswold School
Maldonado and Terranova,Write-In,Presidential Electors for,Berlin,0,Griswold School
McMullin and Johnson,Write-In,Presidential Electors for,Berlin,6,Griswold School
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Berlin,0,Griswold School
Skewes and Lacy,Write-In,Presidential Electors for,Berlin,0,Griswold School
Smith and White,Write-In,Presidential Electors for,Berlin,0,Griswold School
Wu and Wu,Write-In,Presidential Electors for,Berlin,0,Griswold School
Clinton and Kaine,Democratic Party,Presidential Electors for,Berlin,969,Hubbard School
Trump and Pence,Republican Party,Presidential Electors for,Berlin,1257,Hubbard School
Johnson and Weld,Libertarian Party,Presidential Electors for,Berlin,51,Hubbard School
Stein and Baraka,Green Party,Presidential Electors for,Berlin,27,Hubbard School
Basiago and Kinnison,Write-In,Presidential Electors for,Berlin,0,Hubbard School
Blumenthal and Blair,Write-In,Presidential Electors for,Berlin,0,Hubbard School
Buchanan and Washington,Write-In,Presidential Electors for,Berlin,0,Hubbard School
Castle and Bradley,Write-In,Presidential Electors for,Berlin,0,Hubbard School
Cooper and Meyer,Write-In,Presidential Electors for,Berlin,0,Hubbard School
Cummings and Romanoff,Write-In,Presidential Electors for,Berlin,0,Hubbard School
Deame and Long,Write-In,Presidential Electors for,Berlin,0,Hubbard School
De La Fuente and Steinberg,Write-In,Presidential Electors for,Berlin,0,Hubbard School
Evans and Fitch,Write-In,Presidential Electors for,Berlin,0,Hubbard School
Fox and Kushner,Write-In,Presidential Electors for,Berlin,0,Hubbard School
Hoefling and Schulin,Write-In,Presidential Electors for,Berlin,0,Hubbard School
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Berlin,0,Hubbard School
Kotlikoff and Leamer,Write-In,Presidential Electors for,Berlin,0,Hubbard School
La Riva and Puryear,Write-In,Presidential Electors for,Berlin,0,Hubbard School
Maldonado and Terranova,Write-In,Presidential Electors for,Berlin,0,Hubbard School
McMullin and Johnson,Write-In,Presidential Electors for,Berlin,0,Hubbard School
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Berlin,0,Hubbard School
Skewes and Lacy,Write-In,Presidential Electors for,Berlin,0,Hubbard School
Smith and White,Write-In,Presidential Electors for,Berlin,0,Hubbard School
Wu and Wu,Write-In,Presidential Electors for,Berlin,0,Hubbard School
Clinton and Kaine,Democratic Party,Presidential Electors for,Berlin,717,Senior Center
Trump and Pence,Republican Party,Presidential Electors for,Berlin,1106,Senior Center
Johnson and Weld,Libertarian Party,Presidential Electors for,Berlin,59,Senior Center
Stein and Baraka,Green Party,Presidential Electors for,Berlin,19,Senior Center
Basiago and Kinnison,Write-In,Presidential Electors for,Berlin,0,Senior Center
Blumenthal and Blair,Write-In,Presidential Electors for,Berlin,0,Senior Center
Buchanan and Washington,Write-In,Presidential Electors for,Berlin,0,Senior Center
Castle and Bradley,Write-In,Presidential Electors for,Berlin,0,Senior Center
Cooper and Meyer,Write-In,Presidential Electors for,Berlin,0,Senior Center
Cummings and Romanoff,Write-In,Presidential Electors for,Berlin,0,Senior Center
Deame and Long,Write-In,Presidential Electors for,Berlin,0,Senior Center
De La Fuente and Steinberg,Write-In,Presidential Electors for,Berlin,0,Senior Center
Evans and Fitch,Write-In,Presidential Electors for,Berlin,0,Senior Center
Fox and Kushner,Write-In,Presidential Electors for,Berlin,0,Senior Center
Hoefling and Schulin,Write-In,Presidential Electors for,Berlin,0,Senior Center
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Berlin,0,Senior Center
Kotlikoff and Leamer,Write-In,Presidential Electors for,Berlin,0,Senior Center
La Riva and Puryear,Write-In,Presidential Electors for,Berlin,0,Senior Center
Maldonado and Terranova,Write-In,Presidential Electors for,Berlin,0,Senior Center
McMullin and Johnson,Write-In,Presidential Electors for,Berlin,0,Senior Center
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Berlin,0,Senior Center
Skewes and Lacy,Write-In,Presidential Electors for,Berlin,0,Senior Center
Smith and White,Write-In,Presidential Electors for,Berlin,0,Senior Center
Wu and Wu,Write-In,Presidential Electors for,Berlin,0,Senior Center
Clinton and Kaine,Democratic Party,Presidential Electors for,Berlin,635,Willard School
Trump and Pence,Republican Party,Presidential Electors for,Berlin,702,Willard School
Johnson and Weld,Libertarian Party,Presidential Electors for,Berlin,31,Willard School
Stein and Baraka,Green Party,Presidential Electors for,Berlin,14,Willard School
Basiago and Kinnison,Write-In,Presidential Electors for,Berlin,0,Willard School
Blumenthal and Blair,Write-In,Presidential Electors for,Berlin,0,Willard School
Buchanan and Washington,Write-In,Presidential Electors for,Berlin,0,Willard School
Castle and Bradley,Write-In,Presidential Electors for,Berlin,0,Willard School
Cooper and Meyer,Write-In,Presidential Electors for,Berlin,0,Willard School
Cummings and Romanoff,Write-In,Presidential Electors for,Berlin,0,Willard School
Deame and Long,Write-In,Presidential Electors for,Berlin,0,Willard School
De La Fuente and Steinberg,Write-In,Presidential Electors for,Berlin,0,Willard School
Evans and Fitch,Write-In,Presidential Electors for,Berlin,0,Willard School
Fox and Kushner,Write-In,Presidential Electors for,Berlin,0,Willard School
Hoefling and Schulin,Write-In,Presidential Electors for,Berlin,0,Willard School
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Berlin,0,Willard School
Kotlikoff and Leamer,Write-In,Presidential Electors for,Berlin,0,Willard School
La Riva and Puryear,Write-In,Presidential Electors for,Berlin,0,Willard School
Maldonado and Terranova,Write-In,Presidential Electors for,Berlin,0,Willard School
McMullin and Johnson,Write-In,Presidential Electors for,Berlin,0,Willard School
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Berlin,0,Willard School
Skewes and Lacy,Write-In,Presidential Electors for,Berlin,0,Willard School
Smith and White,Write-In,Presidential Electors for,Berlin,0,Willard School
Wu and Wu,Write-In,Presidential Electors for,Berlin,0,Willard School
Clinton and Kaine,Democratic Party,Presidential Electors for,Bethany,1580,Town Hall
Trump and Pence,Republican Party,Presidential Electors for,Bethany,1646,Town Hall
Johnson and Weld,Libertarian Party,Presidential Electors for,Bethany,112,Town Hall
Stein and Baraka,Green Party,Presidential Electors for,Bethany,39,Town Hall
Basiago and Kinnison,Write-In,Presidential Electors for,Bethany,0,Town Hall
Blumenthal and Blair,Write-In,Presidential Electors for,Bethany,0,Town Hall
Buchanan and Washington,Write-In,Presidential Electors for,Bethany,0,Town Hall
Castle and Bradley,Write-In,Presidential Electors for,Bethany,0,Town Hall
Cooper and Meyer,Write-In,Presidential Electors for,Bethany,0,Town Hall
Cummings and Romanoff,Write-In,Presidential Electors for,Bethany,0,Town Hall
Deame and Long,Write-In,Presidential Electors for,Bethany,0,Town Hall
De La Fuente and Steinberg,Write-In,Presidential Electors for,Bethany,0,Town Hall
Evans and Fitch,Write-In,Presidential Electors for,Bethany,0,Town Hall
Fox and Kushner,Write-In,Presidential Electors for,Bethany,0,Town Hall
Hoefling and Schulin,Write-In,Presidential Electors for,Bethany,0,Town Hall
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Bethany,0,Town Hall
Kotlikoff and Leamer,Write-In,Presidential Electors for,Bethany,0,Town Hall
La Riva and Puryear,Write-In,Presidential Electors for,Bethany,0,Town Hall
Maldonado and Terranova,Write-In,Presidential Electors for,Bethany,0,Town Hall
McMullin and Johnson,Write-In,Presidential Electors for,Bethany,3,Town Hall
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Bethany,0,Town Hall
Skewes and Lacy,Write-In,Presidential Electors for,Bethany,0,Town Hall
Smith and White,Write-In,Presidential Electors for,Bethany,0,Town Hall
Wu and Wu,Write-In,Presidential Electors for,Bethany,0,Town Hall
Clinton and Kaine,Democratic Party,Presidential Electors for,Bethel,734,Bethel Municipal Center 1
Trump and Pence,Republican Party,Presidential Electors for,Bethel,502,Bethel Municipal Center 1
Johnson and Weld,Libertarian Party,Presidential Electors for,Bethel,31,Bethel Municipal Center 1
Stein and Baraka,Green Party,Presidential Electors for,Bethel,26,Bethel Municipal Center 1
Basiago and Kinnison,Write-In,Presidential Electors for,Bethel,0,Bethel Municipal Center 1
Blumenthal and Blair,Write-In,Presidential Electors for,Bethel,0,Bethel Municipal Center 1
Buchanan and Washington,Write-In,Presidential Electors for,Bethel,0,Bethel Municipal Center 1
Castle and Bradley,Write-In,Presidential Electors for,Bethel,0,Bethel Municipal Center 1
Cooper and Meyer,Write-In,Presidential Electors for,Bethel,0,Bethel Municipal Center 1
Cummings and Romanoff,Write-In,Presidential Electors for,Bethel,0,Bethel Municipal Center 1
Deame and Long,Write-In,Presidential Electors for,Bethel,0,Bethel Municipal Center 1
De La Fuente and Steinberg,Write-In,Presidential Electors for,Bethel,0,Bethel Municipal Center 1
Evans and Fitch,Write-In,Presidential Electors for,Bethel,0,Bethel Municipal Center 1
Fox and Kushner,Write-In,Presidential Electors for,Bethel,0,Bethel Municipal Center 1
Hoefling and Schulin,Write-In,Presidential Electors for,Bethel,0,Bethel Municipal Center 1
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Bethel,0,Bethel Municipal Center 1
Kotlikoff and Leamer,Write-In,Presidential Electors for,Bethel,0,Bethel Municipal Center 1
La Riva and Puryear,Write-In,Presidential Electors for,Bethel,0,Bethel Municipal Center 1
Maldonado and Terranova,Write-In,Presidential Electors for,Bethel,0,Bethel Municipal Center 1
McMullin and Johnson,Write-In,Presidential Electors for,Bethel,3,Bethel Municipal Center 1
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Bethel,0,Bethel Municipal Center 1
Skewes and Lacy,Write-In,Presidential Electors for,Bethel,0,Bethel Municipal Center 1
Smith and White,Write-In,Presidential Electors for,Bethel,0,Bethel Municipal Center 1
Wu and Wu,Write-In,Presidential Electors for,Bethel,0,Bethel Municipal Center 1
Clinton and Kaine,Democratic Party,Presidential Electors for,Bethel,1304,Bethel Municipal Center 4
Trump and Pence,Republican Party,Presidential Electors for,Bethel,1082,Bethel Municipal Center 4
Johnson and Weld,Libertarian Party,Presidential Electors for,Bethel,83,Bethel Municipal Center 4
Stein and Baraka,Green Party,Presidential Electors for,Bethel,41,Bethel Municipal Center 4
Basiago and Kinnison,Write-In,Presidential Electors for,Bethel,0,Bethel Municipal Center 4
Blumenthal and Blair,Write-In,Presidential Electors for,Bethel,0,Bethel Municipal Center 4
Buchanan and Washington,Write-In,Presidential Electors for,Bethel,0,Bethel Municipal Center 4
Castle and Bradley,Write-In,Presidential Electors for,Bethel,3,Bethel Municipal Center 4
